date,close,ma200,dev,z_score,prob
1999-08-30,45.5,,,,
1999-08-31,44.313,,,,
1999-09-01,45.0,,,,
1999-09-02,45.688,,,,
1999-09-03,47.563,,,,
1999-09-07,46.25,,,,
1999-09-08,47.125,,,,
1999-09-09,47.5,,,,
1999-09-10,47.688,,,,
1999-09-13,48.0,,,,
1999-09-14,46.938,,,,
1999-09-15,45.5,,,,
1999-09-16,45.313,,,,
1999-09-17,46.625,,,,
1999-09-20,46.188,,,,
1999-09-21,45.75,,,,
1999-09-22,47.25,,,,
1999-09-23,46.688,,,,
1999-09-24,46.5,,,,
1999-09-27,46.313,,,,
1999-09-28,46.938,,,,
1999-09-29,45.625,,,,
1999-09-30,47.563,,,,
1999-10-01,48.313,,,,
1999-10-04,50.313,,,,
1999-10-05,51.25,,,,
1999-10-06,51.375,,,,
1999-10-07,51.313,,,,
1999-10-08,55.375,,,,
1999-10-11,53.938,,,,
1999-10-12,53.875,,,,
1999-10-13,51.313,,,,
1999-10-14,52.375,,,,
1999-10-15,50.813,,,,
1999-10-18,52.125,,,,
1999-10-19,52.688,,,,
1999-10-20,54.813,,,,
1999-10-21,54.875,,,,
1999-10-22,57.063,,,,
1999-10-25,55.938,,,,
1999-10-26,53.25,,,,
1999-10-27,53.0,,,,
1999-10-28,55.75,,,,
1999-10-29,56.313,,,,
1999-11-01,56.25,,,,
1999-11-02,56.125,,,,
1999-11-03,55.75,,,,
1999-11-04,56.0,,,,
1999-11-05,58.063,,,,
1999-11-08,58.5,,,,
1999-11-09,58.0,,,,
1999-11-10,57.125,,,,
1999-11-11,57.438,,,,
1999-11-12,58.875,,,,
1999-11-15,58.938,,,,
1999-11-16,59.875,,,,
1999-11-17,58.875,,,,
1999-11-18,59.375,,,,
1999-11-19,58.125,,,,
1999-11-22,56.75,,,,
1999-11-23,55.938,,,,
1999-11-24,57.938,,,,
1999-11-26,58.203,,,,
1999-11-29,59.0,,,,
1999-11-30,57.625,,,,
1999-12-01,58.578,,,,
