date,close,ma200,dev,z_score,prob
1999-08-24,38.532,,,,
1999-08-25,38.224000000000004,,,,
1999-08-26,37.347,,,,
1999-08-27,36.732,,,,
1999-08-30,35.525,,,,
1999-08-31,35.478,,,,
1999-09-01,35.644,,,,
1999-09-02,34.958,,,,
1999-09-03,36.732,,,,
1999-09-07,35.73900000000001,,,,
1999-09-08,35.50199999999999,,,,
1999-09-09,35.075,,,,
1999-09-10,35.336,,,,
1999-09-13,35.004,,,,
1999-09-14,34.366,,,,
1999-09-15,34.2,,,,
1999-09-16,34.080999999999996,,,,
1999-09-17,34.696999999999996,,,,
1999-09-20,34.295,,,,
1999-09-21,33.751,,,,
1999-09-22,33.727,,,,
1999-09-23,33.467,,,,
1999-09-24,33.702,,,,
1999-09-27,33.135,,,,
1999-09-28,33.089,,,,
1999-09-29,32.852,,,,
1999-09-30,33.514,,,,
1999-10-01,32.945,,,,
1999-10-04,34.2,,,,
1999-10-05,34.342,,,,
1999-10-06,34.933,,,,
1999-10-07,34.603,,,,
1999-10-08,35.217,,,,
1999-10-11,34.838,,,,
1999-10-12,34.176,,,,
1999-10-13,33.16,,,,
1999-10-14,33.111,,,,
1999-10-15,31.621,,,,
1999-10-18,32.637,,,,
1999-10-19,33.324,,,,
1999-10-20,33.917,,,,
1999-10-21,34.080999999999996,,,,
1999-10-22,35.50199999999999,,,,
1999-10-25,35.195,,,,
1999-10-26,34.65,,,,
1999-10-27,36.353,,,,
1999-10-28,38.933,,,,
1999-10-29,38.72,,,,
1999-11-01,38.247,,,,
1999-11-02,38.2,,,,
1999-11-03,38.034,,,,
1999-11-04,38.483000000000004,,,,
1999-11-05,39.431,,,,
1999-11-08,39.211,,,,
1999-11-09,38.461,,,,
1999-11-10,37.868,,,,
1999-11-11,37.655,,,,
1999-11-12,39.289,,,,
1999-11-15,39.265,,,,
1999-11-16,40.33,,,,
1999-11-17,39.478,,,,
1999-11-18,39.36,,,,
1999-11-19,38.769,,,,
1999-11-22,38.625,,,,
1999-11-23,38.010999999999996,,,,
1999-11-24,37.56,,,,
1999-11-26,37.301,,,,
1999-11-29,36.400999999999996,,,,
1999-11-30,37.016999999999996,,,,
1999-12-01,36.732,,,,
1999-12-02,36.898,,,,
1999-12-03,37.775,,,,
1999-12-06,36.756,,,,
1999-12-07,36.685,,,,
1999-12-08,35.81,,,,
1999-12-09,36.330999999999996,,,,
1999-12-10,36.969,,,,
1999-12-13,36.543,,,,
1999-12-14,35.667,,,,
1999-12-15,35.573,,,,
1999-12-16,34.792,,,,
1999-12-17,34.933,,,,
1999-12-20,34.65,,,,
1999-12-21,35.312,,,,
1999-12-22,35.312,,,,
