date,close,ma200,dev,z_score,prob
1999-08-30,119.25,,,,
1999-08-31,124.375,,,,
1999-09-01,119.06299999999999,,,,
1999-09-02,60.063,,,,
1999-09-03,62.438,,,,
1999-09-07,62.938,,,,
1999-09-08,61.438,,,,
1999-09-09,63.625,,,,
1999-09-10,66.5,,,,
1999-09-13,63.313,,,,
1999-09-14,66.0,,,,
1999-09-15,65.563,,,,
1999-09-16,65.25,,,,
1999-09-17,63.813,,,,
1999-09-20,62.75,,,,
1999-09-21,62.25,,,,
1999-09-22,66.0,,,,
1999-09-23,62.25,,,,
1999-09-24,65.0,,,,
1999-09-27,62.563,,,,
1999-09-28,65.875,,,,
1999-09-29,80.75,,,,
1999-09-30,79.938,,,,
1999-10-01,77.25,,,,
1999-10-04,77.063,,,,
1999-10-05,78.438,,,,
1999-10-06,82.43799999999997,,,,
1999-10-07,87.31299999999996,,,,
1999-10-08,89.25,,,,
1999-10-11,88.375,,,,
1999-10-12,84.93799999999997,,,,
1999-10-13,79.938,,,,
1999-10-14,79.594,,,,
1999-10-15,75.063,,,,
1999-10-18,74.063,,,,
1999-10-19,76.625,,,,
1999-10-20,80.5,,,,
1999-10-21,80.75,,,,
1999-10-22,78.625,,,,
1999-10-25,82.75,,,,
1999-10-26,81.25,,,,
1999-10-27,75.938,,,,
1999-10-28,71.0,,,,
1999-10-29,70.625,,,,
1999-11-01,69.125,,,,
1999-11-02,66.438,,,,
1999-11-03,65.813,,,,
1999-11-04,63.063,,,,
1999-11-05,64.938,,,,
1999-11-08,78.0,,,,
1999-11-09,70.813,,,,
1999-11-10,72.0,,,,
1999-11-11,73.0,,,,
1999-11-12,74.938,,,,
1999-11-15,73.5,,,,
1999-11-16,78.938,,,,
1999-11-17,76.5,,,,
1999-11-18,77.938,,,,
1999-11-19,77.938,,,,
1999-11-22,80.5,,,,
1999-11-23,81.75,,,,
1999-11-24,87.25,,,,
1999-11-26,93.125,,,,
1999-11-29,90.43799999999999,,,,
1999-11-30,85.06299999999997,,,,
1999-12-01,85.0,,,,
1999-12-02,89.06299999999996,,,,
1999-12-03,86.56299999999996,,,,
1999-12-06,87.75,,,,
1999-12-07,86.06299999999996,,,,
1999-12-08,88.56299999999996,,,,
1999-12-09,103.625,,,,
1999-12-10,106.68799999999999,,,,
1999-12-13,102.5,,,,
1999-12-14,95.625,,,,
1999-12-15,96.5,,,,
1999-12-16,94.875,,,,
1999-12-17,94.06299999999999,,,,
1999-12-20,97.0,,,,
1999-12-21,99.875,,,,
1999-12-22,97.68799999999999,,,,
1999-12-23,90.0,,,,
1999-12-27,81.125,,,,
1999-12-28,82.31299999999997,,,,
1999-12-29,83.5,,,,
1999-12-30,79.063,,,,
1999-12-31,76.125,,,,
2000-01-03,89.375,,,,
2000-01-04,81.93799999999997,,,,
2000-01-05,69.75,,,,
2000-01-06,65.563,,,,
2000-01-07,69.563,,,,
2000-01-10,69.188,,,,
2000-01-11,66.75,,,,
2000-01-12,63.563,,,,
2000-01-13,65.938,,,,
2000-01-14,64.25,,,,
2000-01-18,64.125,,,,
2000-01-19,66.813,,,,
2000-01-20,64.75,,,,
2000-01-21,62.063,,,,
2000-01-24,70.125,,,,
2000-01-25,69.25,,,,
2000-01-26,64.813,,,,
2000-01-27,66.938,,,,
2000-01-28,61.688,,,,
2000-01-31,64.563,,,,
2000-02-01,67.438,,,,
2000-02-02,69.438,,,,
2000-02-03,84.18799999999997,,,,
2000-02-04,78.563,,,,
2000-02-07,75.0,,,,
2000-02-08,83.125,,,,
2000-02-09,80.25,,,,
2000-02-10,76.188,,,,
2000-02-11,76.188,,,,
2000-02-14,74.438,,,,
2000-02-15,73.813,,,,
2000-02-16,70.688,,,,
2000-02-17,69.0,,,,
2000-02-18,64.75,,,,
2000-02-22,63.563,,,,
2000-02-23,70.438,,,,
2000-02-24,68.438,,,,
2000-02-25,69.125,,,,
2000-02-28,65.75,,,,
2000-02-29,68.875,,,,
2000-03-01,65.875,,,,
2000-03-02,62.563,,,,
2000-03-03,62.5,,,,
2000-03-06,63.938,,,,
2000-03-07,63.5,,,,
2000-03-08,63.688,,,,
2000-03-09,68.813,,,,
2000-03-10,66.875,,,,
2000-03-13,65.313,,,,
2000-03-14,65.625,,,,
2000-03-15,63.75,,,,
2000-03-16,66.25,,,,
2000-03-17,64.813,,,,
2000-03-20,64.188,,,,
2000-03-21,72.375,,,,
